id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
e5e838fb-bfdc-4395-a6ab-41bf5665eea3;110;;25900800;CMD LC EPICERIE 01/12/2025;;;01/12/2025 12:36:45;01/12/2025;01/12/2025 12:43:14;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
244978f2-59f9-4160-8fc2-ef1b8404584c;110;;18823729;CMD LC DPH;;;01/12/2025 12:07:57;01/12/2025;01/12/2025 12:09:48;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
db6318ae-d2a0-43bd-9ba1-39c3b2fac999;110;;47457195;CMD LC EPCE;;;01/12/2025 11:58:34;01/12/2025;01/12/2025 12:08:16;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
0f44317f-bb07-4c89-9d56-a153a3574ebd;110;;20115473;CMD LC SURGELEE;;;01/12/2025 11:54:50;01/12/2025;01/12/2025 11:57:21;;;en attente de livraison;slogrohouan;slogrohouan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
8f88b78a-53a9-47f3-89d3-4ff2f77fa00a;110;;23230993;CMD LC FL DU 01/12/25;;;01/12/2025 11:45:45;01/12/2025;01/12/2025 11:48:48;;;en attente de livraison;aassale;aassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f08c56f4-9ec3-4dc4-a407-bb295a7a6a5f;110;;31241277;CMD LC DPH  hygene  01/12/25;;;01/12/2025 11:43:37;01/12/2025;01/12/2025 12:37:57;;;en attente de livraison;ndrfanoh;ndrfanoh;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
564e5114-bc90-4f46-b7de-8109be8b9b9e;110;;56244149;CMD LC;;;01/12/2025 11:42:58;01/12/2025;01/12/2025 11:58:49;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
41b599ba-4012-40fd-bc9e-98964fd2fa9b;110;;19906764;CMD LC;;;01/12/2025 11:33:04;01/12/2025;01/12/2025 11:43:11;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
6f531e03-d477-4440-92bb-ff4a92a6dbff;110;;22268134;CMD LC LIQUIDE;;;01/12/2025 11:30:06;01/12/2025;01/12/2025 11:44:56;;;en attente de livraison;aassale;aassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
4c678cad-2939-45a4-9b3c-720b7d2903b4;110;;27726593;CMD LC;;;01/12/2025 11:23:16;01/12/2025;01/12/2025 11:33:16;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
e5b56c57-c9cf-4d5e-ab6d-3a37697b7958;110;;31717784;;;;01/12/2025 11:14:48;01/12/2025;01/12/2025 11:24:46;;;en attente de livraison;kskonan;kskonan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
